"acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","compensation","coordinates","correct","correct_answer","correct_button_mousetrap_response","correct_button_mousetrap_response_practice","correct_end_of_practice_2","correct_instruction","correct_keyboard_response","correct_mousetrap_response","correct_mousetrap_response_practice","count_about_this_template","count_block_loop","count_block_loop_practice","count_block_sequence","count_block_sequence_practice","count_end_of_experiment","count_end_of_practice","count_end_of_practice_1","count_end_of_practice_2","count_exp","count_experiment","count_feedback","count_feedback_1","count_fixation","count_fixation_practice","count_instruction","count_instructions","count_keyboard_response","count_logger","count_logger_1","count_mousetrap_response","count_mousetrap_response_practice","count_practice","count_practice_loop","count_reset_feedback","count_reset_feedback_practice","count_sound","count_sound_practice","count_stimuli","count_stimuli_practice","count_trial_sequence","count_trial_sequence_practice","datetime","description","disable_garbage_collection","empty_column","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","initiation_time","initiation_time_mousetrap_response","initiation_time_mousetrap_response_practice","left_image","left_option","live_row","live_row_block_loop","live_row_block_loop_practice","live_row_exp","live_row_practice","logfile","opensesame_codename","opensesame_version","pair","practice","repeat_cycle","response","response_end_of_experiment","response_end_of_practice","response_end_of_practice_1","response_end_of_practice_2","response_feedback","response_feedback_1","response_instruction","response_instructions","response_keyboard_response","response_mousetrap_response","response_mousetrap_response_practice","response_time","response_time_end_of_experiment","response_time_end_of_practice","response_time_end_of_practice_1","response_time_end_of_practice_2","response_time_feedback","response_time_feedback_1","response_time_instruction","response_time_instructions","response_time_keyboard_response","response_time_mousetrap_response","response_time_mousetrap_response_practice","right_image","right_option","round_decimals","sound_buf_size","sound_channels","sound_file","sound_freq","sound_sample_size","start","subject_nr","subject_parity","syllables","time_about_this_template","time_block_loop","time_block_loop_practice","time_block_sequence","time_block_sequence_practice","time_end_of_experiment","time_end_of_practice","time_end_of_practice_1","time_end_of_practice_2","time_exp","time_experiment","time_feedback","time_feedback_1","time_fixation","time_fixation_practice","time_instruction","time_instructions","time_keyboard_response","time_logger","time_logger_1","time_mousetrap_response","time_mousetrap_response_practice","time_practice","time_practice_loop","time_reset_feedback","time_reset_feedback_practice","time_sound","time_sound_practice","time_stimuli","time_stimuli_practice","time_trial_sequence","time_trial_sequence_practice","timestamps_mousetrap_response","timestamps_mousetrap_response_practice","title","total_correct","total_response_time","total_responses","uniform_coordinates","width","xpos_mousetrap_response","xpos_mousetrap_response_practice","ypos_mousetrap_response","ypos_mousetrap_response_practice"
"100","100","616.0887820005883","616.0887820005883","black","yes","psycho","0","uniform","1","left_option","left_option","left_option","undefined","undefined","NA","1","0","0","0","0","0","0","0","NA","NA","0","0","0","NA","NA","0","3","0","NA","NA","0","NA","0","3","0","NA","0","0","0","3","0","3","0","3","Wed Apr  7 14:22:31 2021","A template containing a practice and an experimental phase","yes","","musen.osexp","/Users/gustavhelms/Documents/Cognitive Science/4_semester/Models_for_Perception_and_Action/Mouse_TRACKING","no","mono","no","18","no","white","no","yes","768","450.26036899071187","450.26036899071187","302.4548009998398","stimuli/2_syllables/drømmekage.jpg","droemmekage","0","0","3","0","0","/Users/gustavhelms/Documents/Cognitive Science/4_semester/Models_for_Perception_and_Action/Mouse_TRACKING/subject-0.csv","Lentiform Loewenfeld","3.3.8","11","NA","0","left_option","NA","NA","NA","space","NA","NA","space","NA","NA","left_option","right_option","616.0887820005883","NA","NA","NA","886.4337160048308","NA","NA","1001.2263149983482","NA","NA","616.0887820005883","528.5774020012468","stimuli/2_syllables/drømmefanger.jpg","droemmefanger","2","1024","2","stimuli/2_syllables/drømmekage_2_11.wav","48000","-16","experiment","0","even","2","NA","14235.488792997785","9318.786274001468","14235.17784899741","9318.316498000058","NA","NA","NA","13339.685518003535","14234.410028002458","8255.126072996063","NA","NA","14294.843438008684","12656.406484005856","8277.97112800181","NA","NA","14925.91691800044","NA","14305.641682003625","12661.280240004999","9317.357998006628","NA","NA","NA","14294.98552500445","12656.49952700187","14305.50879900693","12661.104843005887","14288.032825003029","12650.682923005661","[14307.55579500692, 14318.535005004378, 14329.33410500118, 14340.109267999651, 14351.463593004155, 14362.154354006634, 14373.334118994535, 14384.156593994703, 14394.816287007416, 14405.480838002404, 14416.042900003958, 14426.496068001143, 14437.383789001615, 14447.849083007895, 14458.43910399708, 14468.97758000705, 14479.344662002404, 14489.82958700799, 14500.38644199958, 14510.921228997177, 14533.8554619957, 14544.788416998927, 14555.313767006737, 14565.89835199702, 14576.774879998993, 14587.364719001926, 14597.923827008344, 14608.337447003578, 14619.001972998376, 14629.52086700534, 14640.291367002646, 14651.220963001833, 14661.697753006592, 14672.148348006885, 14682.934885000577, 14693.712142005097, 14704.397421999602, 14715.092540005571, 14725.754572995356, 14736.473904995364, 14746.989409002708, 14757.816163997632, 14768.378442007815, 14779.091507996782, 14790.196229994763, 14800.931063000462, 14811.874521998107, 14822.730507003143, 14833.557509002276, 14845.484434001264, 14856.159668997861, 14867.009644003701, 14878.226158994948, 14889.590398001019, 14901.920108008198, 14913.497037996422, 14923.644577007508]","[12663.649787005852, 12674.403589000576, 12684.958008001558, 12696.057513996493, 12707.441024002037, 12718.859108004835, 12729.348847002257, 12741.02810700424, 12751.487789006205, 12762.058157997672, 12772.600925003644, 12783.353862003423, 12794.78572800872, 12805.478427006165, 12816.217190003954, 12826.67527999729, 12837.501820002217, 12848.152560007293, 12859.069088008255, 12870.138942002086, 12890.75946500816, 12901.570714995614, 12912.335644999985, 12923.460449004779, 12934.067434995086, 12945.020027007558, 12955.662998007028, 12966.104588005692, 12976.982913998654, 12987.658979007392, 12998.217419008142, 13010.178626995184, 13021.006562994444, 13031.51725900534, 13042.629667004803, 13053.151900006924, 13063.759466996999, 13075.30379400123, 13086.144066997804, 13096.664259996032, 13107.74949300685, 13118.489141997998, 13130.934718996286, 13141.38075899973, 13151.912510002148, 13162.904163997155, 13173.43624199566, 13183.964042997104, 13192.227189007099]","Extended template","1","616.0887820005883","1","yes","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -18.0, -56.0, -127.0, -200.0, -216.0, -251.0, -257.0, -270.0, -272.0, -276.0, -279.0, -280.0, -280.0, -280.0, -280.0]","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 16.0, 39.0, 57.0, 79.0, 112.0, 132.0, 142.0, 196.0, 220.0, 246.0, 286.0, 309.0, 338.0, 343.0, 352.0, 363.0, 366.0, 367.0, 368.0]","[280, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 246.0, 184.0, 70.0, -46.0, -74.0, -141.0, -155.0, -187.0, -192.0, -203.0, -213.0, -215.0, -217.0, -217.0, -217.0]","[280, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 268.0, 218.0, 186.0, 100.0, 53.0, 8.0, -42.0, -65.0, -70.0, -98.0, -101.0, -101.0, -101.0, -101.0, -101.0, -101.0, -101.0, -101.0, -101.0, -101.0, -101.0]"
"50","50","760.1156560049276","760.1156560049276","black","yes","psycho","0","uniform","0","right_option","right_option","left_option","undefined","undefined","NA","0","0","0","0","0","0","0","0","NA","NA","0","0","0","NA","NA","1","3","0","NA","NA","1","NA","1","3","0","NA","0","0","1","3","1","3","1","3","Wed Apr  7 14:22:31 2021","A template containing a practice and an experimental phase","yes","","musen.osexp","/Users/gustavhelms/Documents/Cognitive Science/4_semester/Models_for_Perception_and_Action/Mouse_TRACKING","no","mono","no","18","no","white","no","yes","768","300.8241820061812","300.8241820061812","302.4548009998398","stimuli/2_syllables/barnevogn.jpg","barnevogn","1","1","3","0","0","/Users/gustavhelms/Documents/Cognitive Science/4_semester/Models_for_Perception_and_Action/Mouse_TRACKING/subject-0.csv","Lentiform Loewenfeld","3.3.8","10","NA","0","left_option","NA","NA","NA","space","NA","NA","space","NA","NA","left_option","right_option","904.1425300092669","NA","NA","NA","886.4337160048308","NA","NA","1001.2263149983482","NA","NA","904.1425300092669","528.5774020012468","stimuli/2_syllables/barnedåb.jpg","barnedaab","2","1024","2","stimuli/2_syllables/barnedåb_2_10.wav","48000","-16","experiment","0","even","2","NA","14235.488792997785","9318.786274001468","14235.17784899741","9318.316498000058","NA","NA","NA","13339.685518003535","14234.410028002458","8255.126072996063","NA","NA","15058.208261005348","12656.406484005856","8277.97112800181","NA","NA","15977.462388007552","NA","15063.246557998355","12661.280240004999","9317.357998006628","NA","NA","NA","15058.331680003903","12656.49952700187","15063.111060007941","12661.104843005887","15052.196735006873","12650.682923005661","[15069.770101996255, 15080.665543995565, 15091.623048996553, 15102.90702500788, 15113.932916996418, 15124.679179003579, 15135.721247002948, 15146.503283001948, 15157.119124007295, 15167.522824005573, 15178.281871994841, 15188.703438994708, 15199.62392799789, 15210.31290999963, 15221.031138004037, 15231.799688001047, 15243.056578998221, 15253.574098998797, 15264.203419006662, 15274.885724997148, 15295.329644999583, 15305.893967000884, 15316.494550002972, 15326.964338004473, 15337.653659007628, 15349.12776699639, 15360.049552007695, 15370.594284002436, 15382.008499000221, 15392.491064005299, 15403.054428999894, 15414.342673000647, 15424.75504700269, 15436.005459006992, 15446.479132995591, 15456.993129002512, 15467.457342994749, 15478.400003004936, 15488.959434995195, 15499.814109003637, 15511.017551994883, 15521.880779007915, 15534.775318999891, 15546.004648000235, 15556.6558779974, 15567.291989995283, 15577.854041999672, 15580.81008499721, 15583.06529300171, 15583.664182995562, 15583.998948000954, 15584.3048789975, 15584.609048004495, 15585.073046997422, 15585.430873004952, 15585.73454200814, 15586.712283999077, 15587.171802995726, 15587.505874995259, 15587.813806996564, 15588.113808000344, 15588.599071998033, 15589.119994998327, 15589.447085003485, 15589.752601998043, 15590.185157008818, 15590.504583000438, 15590.805947998888, 15591.103312006453, 15591.546017007204, 15592.399551998824, 15592.89326200087, 15593.308434006758, 15593.668435001746, 15594.091784005286, 15594.561153004179, 15594.881728000473, 15595.188822000637, 15595.489194005495, 15595.786728998064, 15596.082988005946, 15596.690088001196, 15597.333523008274, 15598.479788997793, 15598.933949004277, 15599.649409996346, 15600.32107400184, 15600.676057001692, 15600.989056998515, 15601.293590007117, 15601.760246994672, 15602.474954008358, 15603.781519996119, 15604.39429699909, 15604.893762007123, 15605.485709005734, 15606.06999900483, 15606.445494995569, 15606.776604006882, 15607.113742997171, 15607.512257003691, 15608.049100002972, 15608.445867997943, 15608.841471999767, 15609.664520001388, 15610.20855899551, 15610.587684001075, 15610.992342000827, 15611.34604900144, 15611.697044994798, 15612.109277004492, 15613.400349000585, 15614.148665001267, 15614.810675004264, 15615.774288002285, 15616.256074004923, 15616.783325007418, 15617.329319007695, 15617.73760500364, 15618.438634002814, 15618.865741998889, 15619.253580007353, 15619.593957002508, 15619.903928003623, 15620.216868002899, 15621.234425008879, 15621.893489005743, 15622.259119001683, 15623.289167997427, 15624.01810400479, 15624.397577994387, 15624.710470001446, 15625.027383008273, 15625.33918400004, 15625.6388190086, 15625.936639000429, 15626.264108999749, 15627.115672003129, 15627.546618998167, 15627.92128699948, 15628.259353004978, 15628.979820001405, 15629.379147998407, 15629.696482006693, 15630.129484998179, 15630.71747700451, 15631.03718799539, 15631.341911997879, 15631.642274995102, 15631.96911700652, 15633.141654994688, 15633.626662995084, 15633.999903002405, 15634.813419004786, 15635.450838002726, 15636.028099004761, 15636.628196996753, 15637.246619997313, 15637.93167899712, 15638.887508001062, 15639.535388996592, 15640.240449007251, 15640.696982998634, 15641.035387001466, 15641.484343999764, 15641.861983996932, 15642.241421999643, 15642.880033003166, 15643.434099998558, 15643.897454996477, 15645.024388999445, 15645.677948006778, 15646.100925005157, 15646.642018997227, 15647.041639007512, 15647.415522005758, 15647.961912996834, 15648.434262999217, 15648.766501995851, 15649.073521999526, 15649.373806998483, 15650.214269000571, 15650.967983005103, 15651.550384005532, 15651.985874006641, 15653.049504995579, 15653.669164006715, 15654.064235000988, 15654.53038000851, 15654.986440000357, 15655.9847239987, 15656.762992002768, 15657.43491500325, 15658.30826999445, 15659.070385008818, 15659.598179001478, 15659.932082999148, 15660.241432007751, 15660.67127000133, 15661.197045003064, 15662.03902399866, 15662.57315200346, 15663.008439994883, 15663.62508799648, 15664.025088000926, 15664.356339999358, 15664.660716996877, 15664.963233997696, 15665.262964001158, 15665.56295400369, 15665.863311995054, 15666.160382999806, 15666.4578839991, 15666.753926998354, 15667.50907000096, 15668.22950700589, 15669.259953006986, 15670.382587995846, 15670.923518002382, 15671.336917002918, 15671.682044005138, 15672.091903994442, 15672.707787001855, 15673.64959200495, 15674.069034008426, 15674.550281997654, 15675.31264500576, 15676.130018997355, 15676.774164006929, 15677.341019007144, 15677.794838004047, 15678.46011700749, 15679.306489008013, 15679.800382000394, 15680.221632006578, 15680.9810679988, 15681.78283299494, 15682.710278997547, 15683.280523007852, 15683.752515004016, 15684.324000001652, 15685.614464004175, 15686.138218996348, 15686.634022000362, 15687.000780002563, 15687.398787995335, 15687.747429008596, 15688.052457000595, 15688.352744007716, 15688.673190001282, 15688.984680004069, 15689.28111200512, 15689.575689000776, 15689.905063001788, 15690.806394995889, 15691.233528006705, 15691.701301999274, 15692.012843006523, 15692.443399006152, 15693.301819002954, 15693.721824005479, 15694.163146996289, 15694.504024999333, 15694.828384002903, 15695.144116994925, 15695.65352400241, 15696.037069006707, 15697.030456998618, 15697.367792003206, 15697.73702499515, 15698.101325004245, 15698.464347995468, 15699.05845199537, 15699.470307998126, 15699.796203000005, 15700.116544001503, 15700.441847002367, 15711.471374001121, 15722.04986399447, 15733.103767008288, 15743.62998700235, 15754.19642199995, 15766.9066870003, 15777.325322007528, 15788.222559000133, 15798.880945003475, 15809.42571500782, 15819.921817004797, 15831.175059007364, 15842.073762003565, 15853.410577008617, 15864.054702004069, 15875.023597007385, 15886.696162007865, 15897.108792996733, 15907.835192003404, 15919.781343996874, 15930.661192003754, 15941.525236994494, 15952.308823005296, 15962.972629000433, 15973.761032000766, 15973.912632005522]","[12663.649787005852, 12674.403589000576, 12684.958008001558, 12696.057513996493, 12707.441024002037, 12718.859108004835, 12729.348847002257, 12741.02810700424, 12751.487789006205, 12762.058157997672, 12772.600925003644, 12783.353862003423, 12794.78572800872, 12805.478427006165, 12816.217190003954, 12826.67527999729, 12837.501820002217, 12848.152560007293, 12859.069088008255, 12870.138942002086, 12890.75946500816, 12901.570714995614, 12912.335644999985, 12923.460449004779, 12934.067434995086, 12945.020027007558, 12955.662998007028, 12966.104588005692, 12976.982913998654, 12987.658979007392, 12998.217419008142, 13010.178626995184, 13021.006562994444, 13031.51725900534, 13042.629667004803, 13053.151900006924, 13063.759466996999, 13075.30379400123, 13086.144066997804, 13096.664259996032, 13107.74949300685, 13118.489141997998, 13130.934718996286, 13141.38075899973, 13151.912510002148, 13162.904163997155, 13173.43624199566, 13183.964042997104, 13192.227189007099]","Extended template","1","1520.2313120098552","2","yes","1024","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.0, -8.0, -32.0, -60.0, -95.0, -179.0, -222.0, -238.0, -257.0, -262.0, -264.0, -275.0, -277.0, -278.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0, -279.0]","[0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 16.0, 39.0, 57.0, 79.0, 112.0, 132.0, 142.0, 196.0, 220.0, 246.0, 286.0, 309.0, 338.0, 343.0, 352.0, 363.0, 366.0, 367.0, 368.0]","[280, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 279.0, 270.0, 255.0, 198.0, 141.0, 74.0, -90.0, -175.0, -210.0, -257.0, -270.0, -278.0, -307.0, -313.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -316.0, -315.0, -306.0, -299.0, -289.0, -283.0, -279.0, -271.0, -267.0, -264.0, -256.0, -251.0, -247.0, -240.0, -239.0, -232.0, -228.0, -225.0, -221.0, -220.0, -218.0, -216.0, -215.0, -214.0, -214.0]","[280, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 280.0, 268.0, 218.0, 186.0, 100.0, 53.0, 8.0, -42.0, -65.0, -70.0, -98.0, -101.0, -101.0, -101.0, -101.0, -101.0, -101.0, -101.0, -101.0, -101.0, -101.0, -101.0]"
